date,sentence,sentiment
22/02/2022 11:47:20,sikat abis parah bandar narkoba kerja polisi republik indonesia berantas edar narkoba sangat luar biasa bravo polisi republik indonesia,positif
22/02/2022 13:05:34,kerja lembaga perintah polisi republik indonesia jaksa ri kpk makin efektif berani profesional berantas korupsi,positif
22/02/2022 13:08:11,tim puslitbang polisi republik indonesia laku teliti percaya masyarakat kerja polisi republik indonesia mempawah lewat,positif
01/03/2022 08:45:21,puan maharani apresiasi kerja tentara republik indonesia polisi republik indonesia sinergipulihkanekonomi rapim tentara republik indonesia polisi republik indonesia,positif
02/03/2022 02:37:46,irwasda polda bengkulu pimpin laksana ingat isra mikraj nabi besar muhammad saw hijriah masehi polda bengkulu tema hikmah isra mikraj nabi besar muhammad saw tingkat iman kerja wujud polisi republik indonesia presisi,positif
02/03/2022 03:00:00,yaps emang patut apresiasi kerja tentara republik indonesia polisi republik indonesia soal ngebantu banget dah solid sinergi tentara republik indonesia polisi republik indonesia satu jaga negeri,positif
02/03/2022 03:00:01,rapim ketua majelis musyawarat rakyat apresiasi kerja tentara republik indonesia polisi republik indonesia mantap solid sinergi tentara republik indonesia polisi republik indonesia satu jaga negeri,positif
02/03/2022 03:00:02,apresiasi beri presiden jokowi kerja seluruh jajar tentara republik indonesia polisi republik indonesia bantu perintah tangan bencana solid sinergi tentara republik indonesia polisi republik indonesia satu jaga negeri,positif
02/03/2022 04:16:46,umum bagaimana dapat kerja polisi republik indonesia khusus polisi republik indonesia sijunjung laksana operasi selamat serta komentar,positif
02/03/2022 05:14:38,contoh caption tingkat kerja profesional proporsional capai cita cita jadi polisi republik indonesia presisi ditpamobvit polda diy laksana apel ranmor dinas guna kendara operasional laksana tugas hari hari,positif
02/03/2022 09:53:09,hikmah isra mi raj nabi tingkat iman kerja wujud polisi republik indonesia presisi,positif
02/03/2022 11:23:05,hadir rapim polisi republik indonesia menkeu ri apresiasi polisi republik indonesia dukung pulih ekonomi menteri uang menkeu ri sri mulyani indrawati beri apresiasi terima kasih kerja polisi republik indonesia peran beritabaik timesindonesia ketahananinformasi,positif
02/03/2022 14:09:57,puas kan kerja polisi republik indonesia,positif
02/03/2022 15:18:26,isra mi raj nabi muhammad patut jadi contoh tauladan tingkat iman kerja polisi republik indonesia isramirajh kimcipedes,positif
03/03/2022 04:41:25,hasil turun kasus pandemi covid rupa kerja bagai pihak masuk polisi republik indonesia main peran besar tega ppkm vaksinasi testing tracing jaga aman masyarakat menko marves jenderal tentara republik indonesia purn luhut binsar pandjaitan,positif
03/03/2022 09:24:40,sampai butuh dukung polisi republik indonesia selenggara presidensi menko airlangga puji kerja kapolri cs tangan pandemi,positif
04/03/2022 03:41:19,ingat isra mi raj rangka wujud iman kerja tuju polisi republik indonesia presisi jogomalang polripresisi,positif
04/03/2022 03:47:00,polsek mlati ingat isro mi raj nabi muhammad saw ada aji tema hikmah isra mi raj nabi besar muhammad saw tingkat iman kerja wujud polisi republik indonesia presisi ceramah bapak sigit purnomo mh,positif
04/03/2022 04:00:08,ingat tahun tema hikmah isra mi raj nabi muhammad saw tingkat iman kerja wujud polisi republik indonesia presisi isra mi rajh,positif
04/03/2022 05:25:24,ingat isra mi raj rangka wujud iman kerja tuju polisi republik indonesia presisi jogomalang,positif
04/03/2022 06:30:19,polisi republik indonesia jepara ingat isra mi raj tingkat iman kerja wujud polisi republik indonesia presisi,positif
05/03/2022 00:39:07,ingat isra mi raj masjid al asykar angkat tema hikmah isra mi raj nabi besar muhammad saw wujud iman kerja wujud polisi republik indonesia presisi langsung khidmat iring lantun sholawat nabi tim hadrah anggota polisi republik indonesia situbondo,positif
07/03/2022 09:23:51,dirbinmas polda banten beri apresiasi kerja personel bantu masyarakat dampak banjir senin pendekarbanten polda banten,positif
07/03/2022 10:33:04,polisi republik indonesia jepara ingat isra mi raj tingkat iman kerja wujud polisi republik indonesia presisi,positif
07/03/2022 10:42:33,harus cepat ganti benar menteri kait atas masalah sepele mampu rusak kerja perintah jokowi,positif
08/03/2022 10:42:02,polisi republik indonesia jepara ingat isra mi raj tingkat iman kerja wujud polisi republik indonesia presisi,positif
08/03/2022 10:51:08,tribratanewsmanggaraitimur tim puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia laksana aula lantai iii polisi republik indonesia manggarai timur,positif
08/03/2022 12:20:02,wujud iman kerja wujud polisi republik indonesia presisi polisi republik indonesia sumenep ingat isra mi raj,positif
09/03/2022 07:07:13,hak hak milik anggota polisi republik indonesia masuk keluarga hak upa gaji tunjang keluarga tunjang suami istri anak keluarga tunjang beras lauk pauk tunjang kerja semua atur jelas,positif
10/03/2022 13:47:18,kepala polisi daerah malu ingat isra miraj hikmah isra miraj tingkat iman kerja wujud polisi republik indonesia presisi wilayah hukum polda malu humaspoldamaluku divisihumaspolri,positif
10/03/2022 15:15:03,kepala polisi republik indonesia wonogiri akbp dydit dwi susanto terima harga kategori sangat baik evaluasi kerja layan publik lingkup polisi republik indonesia tahun menteri pendayagunaan aparatur negara reformasi birokrasi,positif
10/03/2022 16:09:46,kapolrestabes semarang kombes pol irwan anwar hum terima harga giat evaluasi kerja layan publik lingkup polisi republik indonesia th menteri pendayagunaan aparatur negara reformasi birokrasi aula awaloedin djamin lt gedung bareskrim polisi republik indonesia,positif
11/03/2022 01:14:53,polisi republik indonesia pasuruan kota ingat isra mir aj tahun tingkat iman takwa kerja wujud polisi republik indonesia presisi presisi polripresisi jawatimurbangkit jogopaskot,positif
11/03/2022 02:55:25,guna layan skck sedang isi survey polisi republik indonesia nilai kerja,positif
11/03/2022 04:20:46,tuban kepala polisi republik indonesia tuban akbp darman hadir giat evaluasi kerja layan publik lingkup polisi republik indonesia tahun terima terima harga layan publik kategori layan prima kemenpan rb ri kamis,positif
11/03/2022 07:06:25,polisi republik indonesia bangkal gelar ingat isra mi raj nabi besar muhammad saw hikmah isra mi raj nabi besar muhammad saw wujud iman kerja wujud polisi republik indonesia presisi,positif
12/03/2022 16:16:59,repost wapres ri apresiasi polisi republik indonesia terus laku transformasi layan masyarakat wakil presiden republik indonesia wapres ri ma ruf amin apresiasi kerja polisi republik indonesia terus laku tranformasi layan masyarakat,positif
13/03/2022 00:02:05,minimal tahan kerja baik anggota masyarakat bangga dapat informasi,positif
14/03/2022 15:33:58,kanwil kemenkumham sumsel irjen pol drs ton harmanto kata tingkat kerja tega hukum selesai perkara rupa indikator percaya masyarakat polisi republik indonesia kumhampasti kumhamsumsel,positif
14/03/2022 18:06:50,kanwil kemenkumham sumsel irjen pol drs ton harmanto kata tingkat kerja tega hukum selesai perkara rupa indikator percaya masyarakat polisi republik indonesia kumhampasti kumhamsumsel,positif
15/03/2022 07:03:56,kanwil kemenkumham sumsel irjen pol drs ton harmanto kata tingkat kerja tega hukum selesai perkara rupa indikator percaya masyarakat polisi republik indonesia kumhampasti kumhamsumsel,positif
16/03/2022 14:06:17,alhamdulillah pak moga naik harga minyak goreng selalu pasar terima kasih kerja kerjasama baik polisi republik indonesia terima kasih pak camping nyata sia sia,positif
16/03/2022 22:26:31,wahh makin hari selalu beri kerja baik bareskrim polisi republik indonesia bongkar palsu oli pt pertamia luar biasa banget deh wujudkeamanannegeri berantas tuntas mafia,positif
17/03/2022 03:00:00,wow kerja baik bareskrim polisi republik indonesia sita aset petinggi ksp indosurya total wujudkeamanannegeri berantas tuntas mafia,positif
17/03/2022 03:00:23,hikmah isra mi raj nabi besar muhammad saw tingkat iman kerja wujud polisi republik indonesia presisi tempat masjid asy syifa polisi republik indonesia purwakarta,positif
17/03/2022 08:12:48,salur bt pklwn yogyakarta tepat waktu menko airlangga apresiasi kerja polisi republik indonesia,positif
17/03/2022 16:54:03,supervisi manajemen talenta polisi republik indonesia kapolrestabes surabaya kombes pol akhmad yusep gunawan buka supervisi manajemen talenta polisi republik indonesia nilai kerja polisi republik indonesia ta selenggara ssdm polisi republik indonesia ruang yasin polrestabes surabaya kamis,positif
17/03/2022 18:55:43,distribusi bt pklwn diy tepat sasar menko airlanga apresiasi kerja polisi republik indonesia,positif
18/03/2022 01:01:04,direktur eksekutif ksd apresiasi kerja dittipidsiber bareskrim polisi republik indonesia usut trading ilegal,positif
18/03/2022 04:23:33,salur bt pklwn jogja airlangga apresiasi kerja polisi republik indonesia,positif
19/03/2022 08:08:30,salur bt pklwn jogja airlangga apresiasi kerja polisi republik indonesia,positif
19/03/2022 08:11:40,sukses tangan trading ilegal sesmi apresiasi kerja tim siber bareskrim polisi republik indonesia,positif
20/03/2022 16:14:51,bpkp beri dukung polisi republik indonesia tingkat tata kelola baik manajemen awas uang kerja layan publik cepat berantas tindak pidana khusus utas,positif
21/03/2022 00:42:36,hasil turun kasus pandemi covid rupa kerja bagai pihak masuk tentara republik indonesia polisi republik indonesia main peran besar tega ppkm vaksinasi testing tracing jaga aman masyarakat in donidam mon mar solusi wajib konsultasi psikologi lama didik plis adain kelas manajemen uang pribadi cara set planning masa depan stlh pensiun bukan cuma fisik mental ayo kerja citra polisi republik indonesia lebih baik yuk yuk benah semangat,positif
21/03/2022 03:21:09,jabat utama pju polisi republik indonesia parepare sambut tim audit kait kerja tahap rencana organisasi polda sulsel senin poldasulsel polisi republik indonesia,positif
21/03/2022 10:11:40,tingkat iman ketaqwaan kerja wujud polisi republik indonesia presisi polisi republik indonesia simalungun gelar isra mi raj,positif
21/03/2022 23:26:58,jaga kondusifitas wilayah tentara republik indonesia polisi republik indonesia tingkat sinergitas kerja,positif
22/03/2022 02:09:28,tunggu kerja polisi republik indonesia kejar nista agama,positif
22/03/2022 23:37:53,korps brimob polisi republik indonesia dapat hormat kunjung irwasum polisi republik indonesia komjen pol drs agung budi maryoto rangka audit kerja periksa tahap aspek rencana organisasi tahun anggar ta,positif
23/03/2022 03:03:57,kabidpropam polda banten raih harga kerja inovasi baik kadivpropam polisi republik indonesia rakernis tahun jakarta rabu pendekarbanten polda banten,positif
23/03/2022 12:07:47,ngaku gelar ahli hukum diam ngaku paham konstitusi diam milik lapor kerja buruk jongos malah pidana mana letak daulat rakyat ada,positif
23/03/2022 20:28:45,resimen pasu pelopor korps brimob polisi republik indonesia dapat hormat kunjung tim audit kerja itwil itwasum polisi republik indonesia rangka audit kerja periksa tahap aspek rencana organisasi tahun anggar ta,positif
24/03/2022 05:24:35,korps brimob polisi republik indonesia dapat hormat kunjung irwasum polisi republik indonesia komjen pol drs agung budi maryoto rangka audit kerja periksa tahap aspek rencana organisasi tahun anggar ta,positif
24/03/2022 07:54:06,rakernis divisi pusat satker mabes polisi republik indonesia tekan laksana tugas kerja iring sinergi ibarat organ tubuh polisi republik indonesia dapat bagai macam unsur atur organ tubuh listyosigitprabowo rakernisgabungan,positif
24/03/2022 12:39:03,propam polda lampung raih harga kerja baik kapolri,positif
24/03/2022 14:45:03,komisi iii dpr ri apresiasi kerja polisi republik indonesia ungkap edar narkotika jenis sabu ton wilayah hukum polda jabar kimcipedes,positif
24/03/2022 16:05:57,salut sekali kerja laku polisi republik indonesia wujudkansdmunggul berantas tuntas narkoba,positif
25/03/2022 02:31:21,salut sekali kerja laku polisi republik indonesia wujudkansdmunggul berantas tuntas narkoba,positif
25/03/2022 02:33:09,salut sama kerja polisi republik indonesia,positif
25/03/2022 05:37:41,terimakasih sobat polisi republik indonesia dukung terus tingkat kerja berantas terorisme mohon doa dukung terus polisi republik indonesia yaa sobat terus kerja profesional dapat percaya penuh masyarakat,positif
25/03/2022 06:54:21,sangat apresiasi kerja polisi republik indonesia semangat bongkar kasus indra doni harap semangat terap kasus duga korupsi tppu contoh kasus crazy rich oslo,positif
26/03/2022 02:36:24,lspi apresiasi kerja polisi republik indonesia ungkap selundup ton sabu pangandaran jawa barat,positif
26/03/2022 09:11:49,sebenernya simple bro perihal kurang layan polisi lapor propam kompolnas elemen punya wewenang awas kerja anggota polisi republik indonesia lapang,positif
26/03/2022 16:56:54,direktur eksekutif cupr uki komentar soal densus antiteror polisi republik indonesia tangkap sangka teroris sumatera barat uki nilai densus milik kerja sangat baik teroris antek antek sangat benci satu,positif
27/03/2022 03:27:56,anggota komisi iii dpr ri apresiasi kerja polisi republik indonesia menggalkan selundup narkoba pangandaran,positif
27/03/2022 11:08:05,kerja polisi republik indonesia memang patut acung jempol polisi republik indonesia jadi bangga buat semua bravo polisi republik indonesia,positif
28/03/2022 03:45:13,wah patut apresiasi kerja polisi republik indonesia,positif
28/03/2022 05:40:45,uihhh mantap perlu apresiasi kerja aparat polisi perlu kasih harga bravo polisi republik indonesia,positif
28/03/2022 09:23:39,kerja polisi republik indonesia cimahi survei tim puslitbang polisi republik indonesia,positif
28/03/2022 12:22:31,tim puslitbang polisi republik indonesia laku teliti nilai masyarakat kerja polisi republik indonesia sulut,positif
29/03/2022 06:17:03,walikota semarang hendrar prihadi menghimbau masyarakat manfaat minyak goreng cerdas diri beri apresiasi kerja polisi republik indonesia awas distribusi sedia minyak goreng lapang,positif
29/03/2022 12:12:45,tingkat mutu kualitas kerja tim puslitbang mabes polisi republik indonesia laku teliti percaya masyarakat mako polisi republik indonesia subang,positif
29/03/2022 15:10:18,tingkat mutu kualitas kerja polisi republik indonesia tim puslitbang mabes polisi republik indonesia laku teliti kait percaya masyarakat mako polisi republik indonesia subang,positif
29/03/2022 17:07:44,apresiasi polisi republik indonesia kerja tega hukum indonesia,positif
30/03/2022 03:18:17,tim puslitbang polisi republik indonesia gelar teliti nilai masyarakat kerja polisi polisi republik indonesia muaro jambi,positif
30/03/2022 05:03:06,puslitbang polisi republik indonesia kunjung polisi republik indonesia minsel laku teliti supervisi puas masyarakat kerja polisi republik indonesia humasresminsel polresminsel,positif
30/03/2022 06:42:59,layan sound system bid tik polda aceh rangka monitoring audit kerja tahap ii itwasum polisi republik indonesia polda aceh polisi republik indonesia ta jajar polda aceh bidhumaspoldaaceh multimediahumaspoldaaceh,positif
30/03/2022 12:10:03,layang surat propam mabes polisi republik indonesia yk minta propam polisi republik indonesia evaluasi kerja subdit dit reskrimum polda riau,positif
31/03/2022 02:29:50,balikpapan polisi daerah kalimantan timur terima kunjung tim puslitbang polisi republik indonesia rangka supervisi teliti tingkat percaya publik polisi republik indonesia tingkat percaya masyarakat kerja polisi republik indonesia ta poldakaltim kaltim kamihumaspolri,positif
31/03/2022 05:02:21,irjen pol djoko rudi loyal kerja polisi depan wadah frn jadi duta polisi republik indonesia,positif
31/03/2022 07:29:31,kepala polisi daerah jabar kukuh pasu respon cepat prc brimob jabar sumedang upaya polisi republik indonesia tunjang kerja sekaligus tingkat ayom lindung layan masyarakat satbrimob polda jabar kukuh pasu respon cepat,positif
31/03/2022 14:21:49,bentuk peduli polisi republik indonesia padah masyarakat makin bulat makin besar polisi republik indonesia selalu membri baik semua masyarakat moga jajar polisi republik indonesia tugas selalu ada sehat amin selalu dukung kerja polisi republik indonesia,positif
31/03/2022 20:47:24,peran masyarakat paling utama hasil kerja polisi republik indonesia polrestabanyumasbebatiran,positif
01/04/2022 08:02:47,legislator pkb apresiasi kerja irjen helmy santika pimpin satgas pangan polisi republik indonesia,positif
03/04/2022 04:22:59,bodoh kerja kok minta tambah duit tilang jadi tilang dikit kerja turun duit tilang masuk kas negara kerja anggar tahu alokasi apbn polisi republik indonesia usah sok pinter mbodohin orang cermin kau,positif
03/04/2022 04:32:43,harga jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia wujud sistem transportasi aman integrasi scr digital manfaat cepat proses selesai santun masyarakat,positif
03/04/2022 06:22:37,serah harga sebut sama selenggara rapat kerja teknis rakernis fungsi lalu lintas jumat surabaya harga jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia,positif
03/04/2022 06:38:04,harga jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia wujud sistem transportasi aman integrasi digital,positif
03/04/2022 17:27:01,memang aparat reaktif ulah kesan biar duli resah masyarakat pribadi apatis kerja aparat tegak hukum bahkan kadang duga pihak polisi susup kes memback up negara negara,positif
04/04/2022 00:13:07,selenggara rapat kerja teknis rakernis fungsi lalu lintas jumat surabaya harga jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia wujud sistem transportasi aman,positif
04/04/2022 00:40:52,harga jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia wujud sistem transportasi aman integrasi scr digital sangat manfaat cepat proses selesai santun masyarakat,positif
04/04/2022 01:48:26,alhamdulillah musnah moga lebih baik kerja polisi republik indonesia bersamaciptakamtibmas berantas giat ilegal,positif
04/04/2022 03:19:35,tim pusat teliti kembang puslitbang polisi republik indonesia laksana teliti giat supervisi tingkat percaya masyarakat kerja polisi republik indonesia aula namora polisi republik indonesia tapin senin april pukul wib,positif
04/04/2022 03:19:38,jadi bukti aku kerja seluruh jajar jasa raharja beri dukung polisi republik indonesia wujud sistem transportasi aman integrasi digital sangat manfaat cepat proses selesai santun masyarakat,positif
04/04/2022 04:09:34,bersamaciptakamtibmas berantas giat ilegal salut kerja polisi republik indonesia,positif
04/04/2022 05:41:00,tim puslitbang polisi republik indonesia gelar fgd polisi republik indonesia kampar tingkat percaya masyarakat kerja polisi republik indonesia,positif
04/04/2022 07:09:56,tim pusat teliti kembang puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia polisi republik indonesia sleman senin april lengkap,positif
04/04/2022 10:42:41,kepala polisi republik indonesia situbondo akbp andi sinjaya beri reward personil kerja baik bagai bidang fungsi tugas kurun waktu triwulan tahun,positif
04/04/2022 19:41:17,polisi republik indonesia hss terima datang tim puslitbang mabes polisi republik indonesia rangka teliti supervisi tingkat percaya masyarakat kerja polisi republik indonesia tahun,positif
04/04/2022 20:49:46,tim pusat teliti kembang puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia polisi republik indonesia gunungkidul,positif
05/04/2022 00:32:16,tahu tingkat percaya masyarakat kerja polisi republik indonesia wilayah kab balang tim puslitbang polisi republik indonesia laksana giat teliti tingkat percaya masyarakat kerja polisi republik indonesia tempat aula pesat gatra polisi republik indonesia balang selasa siang,positif
05/04/2022 07:00:13,polisi republik indonesia siak jadi objek teliti tim puslitbang polisi republik indonesia tim pusat teliti kembang puslitbang polisi republik indonesia laksana teliti tingkat percaya masyarakat kerja polisi republik indonesia wilayah polisi republik indonesia siak,positif
05/04/2022 16:10:13,kunjung tim monitoring evaluasi mabes polisi republik indonesia rangka inspeksi awas kerja atase polisi republik indonesia canberra april kbri canberra tim monev pimpin kadivhubinter polisi republik indonesia irjen pol drs johni asadoma mhum sambut dubes ri canberra,positif
05/04/2022 22:35:49,breaking news majelis hakim adil negeri jaktim vonis eks sekretaris umum fpi munarman th penjara kait tindak pidana terorisme munarman bukti sah yakin laku tindak pidana terorisme ujar ketua majelis hakim,positif
05/04/2022 23:49:11,vonis benar apresiasi kerja polisi republik indonesia khusus densus intai dakwa sejak tengah tahun,positif
06/04/2022 06:19:10,vonis benar apresiasi kerja polisi republik indonesia khusus densus intai dakwa sejak tengah tahun kok rakyat jadi dukung densus tembak mati dpo terorist,positif
06/04/2022 07:36:06,suka banget sama kerja polisi republik indonesia akhir gercep semua kasus besar kayak dea onlyfans good job,positif
06/04/2022 07:39:27,itwasda polda banten gelar audit kerja tahap polisi republik indonesia lebak rabu pendekarbanten polda banten,positif
07/04/2022 00:39:58,apresiasi polisi republik indonesia kerja tega hukum indonesia,positif
07/04/2022 01:48:18,kapolresta banyumas ikan reward anggota prestasi dedikasi tugas beri reward motivasi anggota terus tingkat kerja lebih baik bawa manfaat baik institusi polisi republik indonesia masyarakat,positif
07/04/2022 02:39:04,kapolresta banyumas ikan reward anggota prestasi dedikasi tugas motivasi anggota lain terus tingkat kerja lebih baik bawa manfaat baik institusi polisi republik indonesia masyarakat,positif
07/04/2022 04:07:21,tutup audit kerja itwasum polisi republik indonesia tahap aspek rencana organisasi korbrimob polisi republik indonesia gedung gineung pratidina brimobuntukindonesia brimobpolri negarahadirnegaratidakbolehkalah,positif
07/04/2022 04:35:10,tutup audit kerja itwasum polisi republik indonesia tahap aspek rencana organisasi korbrimob polisi republik indonesia,positif
07/04/2022 10:55:07,kapolresta banyumas ikan reward anggota prestasi dedikasi tugas beri reward motivasi anggota terus tingkat kerja lebih baik bawa manfaat baik institusi polisi republik indonesia masyarakat,positif
07/04/2022 11:29:57,mantap kerja polisi republik indonesia,positif
07/04/2022 12:56:59,bravo kerja polisi republik indonesia,positif
07/04/2022 14:30:05,kerja bagus polisi republik indonesia mantap,positif
07/04/2022 14:31:33,mantap kpk lebih aktif berantas korupsi raja lela segala sektor bila lebih baik kpk bubar buat bayar gaji pegawai kpk bila lebih kerja jaksa agung mabes polisi republik indonesia,positif
07/04/2022 14:34:30,open booking,positif
